TARGET_B,TARGET_D,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,MEDIAN_HOME_VALUE,BIN_MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,BIN_PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,BIN_LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,BIN_FILE_AVG_GIFT,FILE_CARD_GIFT
0,0,89,73,0,4,1,22,1,F,5,1,B,2,2277,3,375,50,20217,8,0,21,9,60,0,0,5,1,0.091,25.0,0.0,0.0,2,0,17.0,23,58,140.0,6,23.33,3,10.0,25.0,15.0,25.0,6,13,17,75,23.33,3,3
1,20,101,56,0,4,1,22,0,U,2,0,N,0,1452,3,286,48,13126,4,1,18,41,27,1,1,6,2,0.15,16.67,0.2,15.0,3,2,20.0,24,62,164.0,13,12.62,2,15.0,20.0,5.0,20.0,4,8,20,93,12.62,2,7
1,20,137,57,0,4,1,22,1,F,4,1,B,1,2043,3,296,37,15530,6,1,11,40,23,1,0,5,1,0.048,20.0,0.0,0.0,1,0,26.0,32,67,138.0,10,13.8,2,20.0,25.0,5.0,20.0,5,10,26,128,13.8,2,5
0,0,29,47,0,5,2,5,0,F,1,0,N,0,1634,3,508,86,23020,8,2,47,24,36,0,0,5,1,0.154,10.0,0.0,0.0,2,0,18.0,8,21,20.0,2,10.0,1,10.0,15.0,5.0,15.0,4,10,18,32,10.0,1,0
0,0,41,41,0,5,2,5,1,F,4,0,P,0,1247,3,324,75,15474,6,2,47,24,36,1,4,5,1,0.23800000000000002,12.0,0.364,11.25,5,4,25.0,16,33,70.0,6,11.67,2,5.0,15.0,10.0,15.0,6,11,25,39,11.67,2,4
1,15,41,77,0,4,1,22,1,F,4,1,P,0,1349,3,370,52,23716,8,0,49,46,42,0,0,5,1,0.067,15.0,0.16699999999999998,15.0,1,1,22.0,10,24,25.0,2,12.5,2,5.0,15.0,10.0,15.0,4,10,22,33,12.5,2,2
0,0,41,82,0,5,2,7,0,F,1,0,N,0,1209,2,352,60,14840,5,1,37,41,28,0,0,5,2,0.158,10.0,0.125,15.0,3,1,18.0,13,32,35.0,4,8.75,1,10.0,15.0,5.0,15.0,6,12,18,40,8.75,1,2
0,0,89,72,0,5,2,5,1,F,4,0,P,0,1171,2,332,72,14650,5,0,43,26,23,0,0,5,1,0.111,13.0,0.0,0.0,2,0,19.0,19,50,56.0,6,9.33,1,10.0,15.0,5.0,15.0,5,11,19,78,9.33,1,1
0,0,101,77,0,5,2,5,1,M,2,0,P,0,1154,2,407,78,13037,4,1,37,51,17,1,1,6,3,0.17600000000000002,12.0,0.28600000000000003,12.5,3,2,17.0,22,59,81.0,9,9.0,1,8.0,13.0,5.0,12.0,6,13,17,93,9.0,1,6
0,0,29,61,0,2,2,40,1,F,3,0,P,0,1707,3,408,85,16050,6,0,39,20,47,1,0,3,3,0.273,6.67,0.6,6.67,3,3,16.0,9,24,20.0,3,6.67,0,5.0,10.0,5.0,10.0,6,15,16,24,6.67,0,3
0,0,29,62,0,3,2,18,1,M,4,0,B,1,912,2,333,80,9517,1,0,33,57,16,0,0,5,1,0.154,13.0,0.16699999999999998,16.0,2,1,22.0,9,22,26.0,2,13.0,2,6.0,16.0,10.0,16.0,4,10,22,28,13.0,2,1
1,23,29,59,0,3,1,12,0,M,5,0,M,0,1504,3,476,88,15286,5,1,39,49,21,0,0,5,2,0.222,20.25,0.222,20.0,4,2,16.0,13,29,81.0,4,20.25,3,10.0,25.0,15.0,25.0,6,14,16,32,20.25,3,2
1,10,41,35,0,3,1,14,1,F,5,0,M,4,668,1,187,43,6845,0,0,30,58,24,1,1,6,4,0.35,6.29,0.444,6.0,7,4,16.0,15,38,54.0,9,6.0,0,3.0,8.0,5.0,6.0,5,12,16,45,6.0,0,6
0,0,77,50,0,2,1,35,0,U,4,0,N,0,2409,3,575,91,17868,7,0,33,28,36,0,0,5,2,0.125,22.5,0.14300000000000002,20.0,2,1,15.0,20,50,90.0,5,18.0,3,15.0,25.0,10.0,25.0,6,13,15,76,18.0,3,3
1,17,89,77,0,3,2,20,1,F,5,1,B,21,1257,3,356,45,17145,6,1,30,33,8,1,1,6,2,0.15,8.33,0.2,8.5,3,2,20.0,23,58,83.0,13,6.38,0,7.0,10.0,3.0,6.0,6,13,18,81,6.38,0,7
0,0,137,52,0,2,1,35,1,F,7,1,B,0,2475,3,582,87,21609,8,3,32,48,29,0,0,5,1,0.05,18.0,0.0,0.0,1,0,26.0,28,58,85.0,7,12.14,2,13.0,18.0,5.0,18.0,5,10,26,102,12.14,2,4
0,0,65,43,0,2,1,35,1,F,6,0,P,0,2741,3,485,83,18733,7,0,43,48,13,1,1,6,4,0.318,5.14,0.545,5.17,7,6,18.0,17,44,85.0,16,5.31,0,12.0,14.0,2.0,10.0,5,12,16,53,5.31,0,8
0,0,17,53,0,3,1,11,1,M,7,0,P,0,1695,3,481,75,20470,8,0,33,38,14,0,0,2,1,0.2,20.0,0.5,20.0,1,1,16.0,6,14,20.0,1,20.0,3,0.0,20.0,20.0,20.0,5,12,16,16,20.0,3,1
0,0,17,81,0,3,1,11,0,M,3,0,N,0,1135,2,295,56,12775,4,3,39,28,19,0,0,2,1,0.14300000000000002,20.0,0.0,0.0,1,0,20.0,6,15,20.0,1,20.0,3,0.0,20.0,20.0,20.0,4,10,20,20,20.0,3,0
0,0,29,78,0,3,1,13,0,M,7,0,N,0,2587,3,569,95,36040,9,1,45,41,39,0,0,5,2,0.14300000000000002,25.0,0.28600000000000003,25.0,2,2,21.0,11,26,70.0,3,23.33,3,10.0,30.0,20.0,20.0,6,13,18,29,23.33,3,2
1,10,29,55,0,3,1,11,1,M,6,1,B,2,2494,3,526,68,27861,9,0,37,41,28,1,0,5,2,0.231,11.67,0.429,11.67,3,3,21.0,11,24,35.0,3,11.67,2,5.0,15.0,10.0,15.0,6,12,21,29,11.67,2,3
0,0,29,63,0,3,1,11,1,F,4,0,P,0,1695,3,481,75,20470,8,0,33,38,14,1,1,6,3,0.33299999999999996,8.0,0.556,8.0,5,5,17.0,13,29,45.0,6,7.5,0,6.0,11.0,5.0,10.0,6,12,17,33,7.5,0,5
1,7,101,57,0,5,2,6,1,F,5,0,P,0,1254,3,420,84,15376,5,0,44,45,26,0,0,5,2,0.1,10.0,0.0,0.0,1,0,19.0,21,55,60.0,14,4.29,0,8.0,10.0,2.0,5.0,5,13,15,100,4.29,0,6
0,0,113,72,0,3,1,14,0,F,7,0,N,0,5951,3,1234,98,81965,9,0,0,0,0,1,14,5,1,0.091,69.0,0.0,0.0,2,0,19.0,30,75,769.0,20,38.45,3,71.0,74.0,3.0,74.0,6,14,19,113,38.45,3,7
0,0,29,54,0,3,1,11,0,M,7,0,N,0,2432,3,569,56,26884,9,0,40,39,18,0,0,3,1,0.1,20.0,0.25,20.0,1,1,24.0,6,15,20.0,1,20.0,3,0.0,20.0,20.0,20.0,3,7,24,24,20.0,3,1
1,15,29,37,0,3,1,14,1,F,5,0,B,0,2225,3,625,95,24493,8,0,32,46,14,0,0,5,1,0.154,10.0,0.16699999999999998,5.0,2,1,19.0,9,23,20.0,2,10.0,1,10.0,15.0,5.0,15.0,5,13,19,28,10.0,1,1
1,20,41,53,0,3,1,14,1,M,7,0,P,0,1896,3,502,81,17405,7,0,32,46,14,0,0,5,1,0.125,15.0,0.14300000000000002,10.0,2,1,18.0,10,25,30.0,2,15.0,2,10.0,20.0,10.0,20.0,4,10,18,36,15.0,2,1
0,0,125,37,0,4,1,23,0,F,2,0,B,29,2494,3,526,68,27861,9,0,70,5,84,1,1,6,3,0.222,7.5,0.33299999999999996,6.67,4,3,22.0,31,72,113.0,27,4.19,0,8.0,10.0,2.0,10.0,6,13,18,125,4.19,0,15
1,10,29,62,0,1,2,44,1,F,5,0,B,0,1468,3,365,92,13469,4,0,44,58,12,0,0,3,3,0.182,11.0,0.4,11.0,2,2,21.0,9,22,32.0,3,10.67,1,2.0,12.0,10.0,10.0,6,12,18,24,10.67,1,2
0,0,65,76,0,1,2,46,0,U,4,0,N,0,1397,3,336,83,12398,3,0,44,51,20,0,0,5,4,0.33299999999999996,7.5,0.4,7.25,6,4,18.0,20,45,90.0,13,6.92,0,6.0,9.0,3.0,9.0,5,9,18,65,6.92,0,5
0,0,101,80,0,1,2,44,0,F,2,0,B,3,1468,3,365,92,13469,4,0,44,58,12,1,3,5,1,0.16699999999999998,17.5,0.33299999999999996,17.5,2,2,23.0,19,54,200.0,10,20.0,3,20.0,30.0,10.0,20.0,4,10,23,93,20.0,3,7
0,0,113,76,0,1,2,46,1,M,5,0,P,0,1078,2,406,83,16459,6,0,50,26,46,1,5,5,1,0.095,20.0,0.1,20.0,2,1,23.0,29,67,148.0,11,13.45,2,15.0,20.0,5.0,20.0,6,12,23,113,13.45,2,10
1,10,65,83,0,1,2,46,0,F,1,1,M,0,621,1,250,64,10599,2,0,33,31,48,1,7,5,1,0.125,17.0,0.16699999999999998,17.0,1,1,33.0,16,36,122.0,12,10.17,1,15.0,20.0,5.0,10.0,4,9,23,56,10.17,1,5
1,25,29,49,0,1,2,44,1,M,5,0,P,0,1264,3,403,84,12093,3,4,41,65,5,0,0,5,1,0.133,25.0,0.14300000000000002,25.0,2,1,26.0,10,24,50.0,2,25.0,3,0.0,25.0,25.0,25.0,5,12,26,30,25.0,3,1
0,0,29,47,0,2,1,35,0,F,1,1,M,8,2330,3,507,92,18677,7,2,42,33,40,0,0,3,1,0.1,15.0,0.25,15.0,1,1,24.0,6,15,15.0,1,15.0,2,0.0,15.0,15.0,15.0,3,7,24,24,15.0,2,1
0,0,65,45,0,2,2,40,0,F,2,0,P,0,1519,3,356,84,12979,4,0,42,49,36,1,1,6,4,0.3,7.17,0.444,7.0,6,4,16.0,16,42,55.0,8,6.88,0,5.0,10.0,5.0,10.0,6,14,16,53,6.88,0,6
0,0,113,53,0,2,1,35,1,M,7,1,B,11,2201,3,519,89,22141,8,2,32,21,31,1,1,6,2,0.125,20.0,0.125,20.0,2,1,24.0,24,63,150.0,13,11.54,2,15.0,20.0,5.0,20.0,4,7,24,113,11.54,2,9
0,0,29,47,0,3,3,21,1,F,4,0,P,0,842,2,331,77,9821,1,0,52,37,30,0,0,5,3,0.21100000000000002,13.0,0.222,15.0,4,2,17.0,13,31,65.0,6,10.83,1,17.0,20.0,3.0,12.0,6,12,17,33,10.83,1,2
0,0,29,78,0,3,3,21,1,M,2,1,B,5,870,2,308,77,12529,3,0,47,41,41,0,0,5,1,0.14300000000000002,15.0,0.16699999999999998,10.0,2,1,18.0,9,23,30.0,2,15.0,2,10.0,20.0,10.0,20.0,4,10,18,33,15.0,2,1
1,10,53,79,0,5,3,9,1,F,5,0,P,0,1033,2,246,47,11090,2,2,46,18,24,1,1,6,4,0.318,19.86,0.455,15.6,7,5,19.0,20,47,202.0,16,12.63,2,36.0,41.0,5.0,20.0,6,13,19,53,12.63,2,8
1,25,137,54,0,3,2,16,0,F,6,0,N,0,882,2,349,81,13153,4,0,58,72,12,1,1,6,2,0.136,33.33,0.091,50.0,3,1,19.0,34,81,446.0,27,16.52,3,45.0,50.0,5.0,25.0,6,13,19,126,16.52,3,14
0,0,17,71,0,3,1,12,0,F,3,0,N,0,2296,3,549,76,23721,8,1,29,50,26,0,0,2,1,0.2,20.0,0.5,20.0,1,1,16.0,6,14,20.0,1,20.0,3,0.0,20.0,20.0,20.0,5,12,16,16,20.0,3,1
0,0,89,47,0,3,1,12,1,M,5,0,B,5,1470,3,482,61,17536,7,0,31,50,8,0,0,5,3,0.158,13.33,0.125,14.0,3,1,16.0,22,53,85.0,8,10.63,1,9.0,14.0,5.0,14.0,6,14,16,79,10.63,1,3
0,0,113,71,0,3,1,12,1,F,6,0,P,0,1705,3,485,90,18173,7,0,39,56,18,1,1,6,3,0.3,8.5,0.4,8.5,6,4,21.0,27,70,229.0,39,5.87,0,8.0,10.0,2.0,8.0,3,7,21,105,5.87,0,18
1,14,65,71,0,2,1,35,1,M,7,1,B,4,2094,3,600,87,22914,8,1,38,48,24,1,1,6,4,0.4,13.63,0.545,13.17,8,6,16.0,19,46,149.0,13,11.46,2,23.0,25.0,2.0,16.0,6,15,16,55,11.46,2,8
0,0,113,54,0,1,2,44,1,M,3,0,B,2,1634,3,393,87,14495,5,0,35,45,45,0,0,5,2,0.1,17.5,0.111,15.0,2,1,16.0,27,66,90.0,9,10.0,1,17.0,20.0,3.0,20.0,6,13,16,113,10.0,1,3
1,5,41,66,0,1,1,42,0,M,1,0,N,0,1566,3,385,73,15898,6,0,43,45,29,1,0,5,2,0.25,26.0,0.3,25.33,5,3,17.0,16,42,165.0,7,23.57,3,22.0,32.0,10.0,32.0,6,15,17,45,23.57,3,4
0,0,65,78,0,2,2,40,1,F,5,1,B,2,1509,3,364,80,16706,6,0,37,33,32,0,0,5,3,0.235,8.0,0.375,7.33,4,3,16.0,19,60,92.0,10,9.2,1,7.0,12.0,5.0,6.0,5,16,15,63,9.2,1,4
0,0,29,77,0,2,2,40,0,F,1,0,P,0,1707,3,408,85,16050,6,0,51,28,42,1,0,3,4,0.41700000000000004,11.6,0.667,12.0,5,4,16.0,10,24,58.0,5,11.6,2,22.0,25.0,3.0,10.0,6,15,16,24,11.6,2,4
0,0,53,41,0,1,1,42,1,F,4,1,B,6,1402,3,407,82,15398,6,0,50,29,34,0,0,5,1,0.059000000000000004,15.0,0.16699999999999998,15.0,1,1,23.0,15,40,45.0,3,15.0,2,0.0,15.0,15.0,15.0,4,10,23,52,15.0,2,3
1,14,113,64,0,2,2,38,1,F,5,1,B,10,1283,3,223,46,13175,4,1,43,24,47,1,1,6,2,0.182,13.5,0.273,13.33,4,3,20.0,29,74,346.0,30,11.53,2,15.0,20.0,5.0,15.0,6,13,20,105,11.53,2,14
1,12,101,69,0,1,2,46,0,F,4,0,N,0,689,1,205,77,22845,8,0,0,0,0,1,6,5,1,0.19,9.75,0.4,9.75,4,4,16.0,26,80,164.0,22,7.45,0,9.0,12.0,3.0,10.0,5,21,11,91,7.45,0,14
0,0,17,45,0,3,2,17,1,F,5,0,P,0,993,2,369,63,15608,6,2,23,48,16,0,0,1,1,0.5,30.0,0.0,0.0,1,0,15.0,4,10,30.0,1,30.0,3,0.0,30.0,30.0,30.0,3,8,15,15,30.0,3,0
0,0,29,43,0,3,1,11,1,F,5,0,B,16,1327,3,397,63,15850,6,1,38,57,13,0,0,3,1,0.14300000000000002,25.0,0.33299999999999996,25.0,1,1,23.0,6,15,25.0,1,25.0,3,0.0,25.0,25.0,25.0,4,10,23,23,25.0,3,1
1,17,29,50,0,3,1,11,1,M,5,0,B,1,1327,3,397,63,15850,6,1,38,57,13,0,0,3,3,0.273,11.33,0.4,11.0,3,2,19.0,9,22,34.0,3,11.33,2,2.0,12.0,10.0,12.0,6,13,19,24,11.33,2,2
1,5,41,61,0,3,2,20,1,F,5,1,B,9,1361,3,368,59,16200,6,1,40,57,17,0,0,5,3,0.21100000000000002,6.25,0.375,6.67,4,3,16.0,16,38,35.0,6,5.83,0,5.0,10.0,5.0,5.0,6,15,16,41,5.83,0,4
1,7,41,43,0,3,2,16,0,M,4,0,N,0,986,2,354,72,13968,5,1,41,44,32,0,0,5,3,0.17600000000000002,8.67,0.28600000000000003,9.0,3,2,16.0,13,33,38.0,5,7.6,0,5.0,10.0,5.0,10.0,6,13,16,44,7.6,0,4
0,0,17,43,0,3,2,18,1,F,5,0,P,0,1052,2,364,72,12746,4,0,48,34,35,0,0,2,1,0.2,20.0,0.0,0.0,1,0,16.0,6,14,20.0,1,20.0,3,0.0,20.0,20.0,20.0,5,12,16,16,20.0,3,0
0,0,89,81,0,4,3,30,1,F,2,0,P,0,892,2,222,80,11794,3,4,29,63,16,1,1,6,3,0.294,9.0,0.33299999999999996,10.0,5,3,16.0,19,49,68.0,10,6.8,0,7.0,10.0,3.0,10.0,4,9,16,79,6.8,0,7
1,25,113,48,0,3,3,21,1,M,4,1,B,12,968,2,331,75,11549,3,0,28,19,40,1,5,4,1,0.1,25.5,0.091,26.0,2,1,15.0,29,71,350.0,21,16.67,3,23.0,28.0,5.0,25.0,6,13,15,105,16.67,3,10
0,0,29,41,0,2,1,35,1,F,7,0,P,0,2173,3,545,92,22984,8,2,36,37,30,0,0,4,1,0.154,20.0,0.16699999999999998,20.0,2,1,15.0,10,22,40.0,2,20.0,3,0.0,20.0,20.0,20.0,5,11,15,28,20.0,3,1
0,0,53,74,0,3,1,12,0,M,4,0,P,0,2180,3,639,82,20629,8,0,23,27,35,0,0,5,1,0.14300000000000002,22.5,0.16699999999999998,30.0,2,1,24.0,13,36,50.0,3,16.67,3,25.0,30.0,5.0,30.0,6,12,24,53,16.67,3,2
1,15,41,50,0,3,1,12,1,F,5,1,B,1,1693,3,423,72,17493,7,1,32,43,24,0,0,5,1,0.055999999999999994,15.0,0.0,0.0,1,0,18.0,13,36,35.0,3,11.67,2,10.0,15.0,5.0,15.0,4,10,18,44,11.67,2,2
0,0,29,67,0,2,1,34,0,M,6,0,N,0,1866,3,558,92,20531,8,0,45,35,47,0,0,3,3,0.231,10.67,0.14300000000000002,10.0,3,1,18.0,11,23,32.0,3,10.67,1,2.0,12.0,10.0,12.0,6,14,18,27,10.67,1,1
0,0,41,57,0,2,1,34,1,F,7,0,P,0,1907,3,442,77,19110,7,0,39,39,31,0,0,5,1,0.125,13.0,0.0,0.0,2,0,18.0,11,29,31.0,3,10.33,1,10.0,15.0,5.0,15.0,4,10,18,44,10.33,1,1
1,10,53,51,0,2,1,35,1,F,7,0,P,0,2076,3,418,95,16340,6,0,47,36,31,0,0,5,3,0.2,6.25,0.222,7.5,4,2,19.0,20,43,40.0,6,6.67,0,5.0,10.0,5.0,5.0,6,12,19,52,6.67,0,4
0,0,137,41,0,2,2,40,1,F,5,1,P,0,1808,3,390,80,17084,6,0,46,29,41,1,0,5,1,0.071,18.0,0.0,0.0,1,0,18.0,28,61,85.0,6,14.17,2,8.0,18.0,10.0,18.0,5,12,18,91,14.17,2,4
1,25,17,70,0,2,1,35,1,F,4,1,B,0,2631,3,689,91,38138,9,1,53,25,53,0,0,2,1,0.2,25.0,0.5,25.0,1,1,17.0,6,14,25.0,1,25.0,3,0.0,25.0,25.0,25.0,5,11,17,17,25.0,3,1
1,30,125,79,0,2,1,35,1,M,7,1,B,1,2631,3,689,91,38138,9,1,53,25,53,1,1,6,2,0.136,25.0,0.091,25.0,3,1,19.0,32,76,255.0,13,19.62,3,15.0,25.0,10.0,25.0,6,13,19,124,19.62,3,8
0,0,53,66,0,2,1,35,1,F,7,1,B,1,2631,3,689,91,38138,9,1,53,25,53,0,0,5,2,0.17600000000000002,19.33,0.25,17.5,3,2,18.0,16,41,68.0,4,17.0,3,13.0,23.0,10.0,23.0,6,13,18,53,17.0,3,3
0,0,137,69,0,1,2,46,1,M,5,1,B,3,980,2,352,81,13621,4,0,48,32,19,1,6,5,1,0.1,10.0,0.0,0.0,2,0,17.0,31,69,110.0,17,6.47,0,9.0,11.0,2.0,10.0,5,12,17,119,6.47,0,8
0,0,29,67,0,1,1,42,1,U,6,0,P,0,1315,3,304,74,15193,5,0,38,26,43,0,0,5,1,0.14300000000000002,17.5,0.0,0.0,2,0,18.0,11,25,35.0,2,17.5,3,15.0,25.0,10.0,25.0,6,13,18,28,17.5,3,0
1,7,29,66,0,4,1,24,1,M,4,1,B,9,2051,3,503,75,17646,7,7,30,49,15,0,0,3,3,0.273,7.67,0.2,5.0,3,1,18.0,9,21,23.0,3,7.67,0,6.0,11.0,5.0,7.0,6,12,18,24,7.67,0,1
0,0,29,45,0,4,2,27,1,M,5,1,B,0,1583,3,498,91,16879,6,6,36,47,12,0,0,5,1,0.14300000000000002,16.5,0.0,0.0,2,0,19.0,10,23,33.0,2,16.5,3,17.0,25.0,8.0,25.0,6,13,19,30,16.5,3,0
1,6,53,47,0,4,2,27,1,M,6,1,P,0,1401,3,441,65,15438,6,4,39,60,8,1,0,5,4,0.222,6.5,0.25,6.5,4,2,19.0,15,38,50.0,10,5.0,0,7.0,10.0,3.0,10.0,6,14,19,53,5.0,0,5
1,25,41,35,0,4,2,27,1,M,5,0,P,0,709,1,403,85,21035,8,8,48,50,8,0,0,5,3,0.188,23.33,0.25,22.5,3,2,16.0,11,30,145.0,5,29.0,3,30.0,50.0,20.0,25.0,4,9,16,45,29.0,3,3
0,0,65,33,0,4,2,25,1,F,5,0,B,2,1272,3,456,41,17147,6,8,22,42,0,0,0,5,1,0.077,20.0,0.0,0.0,1,0,19.0,12,34,32.0,3,10.67,1,15.0,20.0,5.0,20.0,6,14,19,55,10.67,1,0
0,0,89,39,0,4,2,27,1,F,6,0,P,0,1583,3,498,91,16879,6,6,36,47,12,1,0,5,1,0.071,15.0,0.0,0.0,1,0,18.0,17,52,56.0,6,9.33,1,10.0,15.0,5.0,15.0,4,11,18,85,9.33,1,4
0,0,113,42,0,4,2,27,0,M,4,0,N,0,1583,3,498,91,16879,6,6,36,47,12,1,0,5,1,0.105,16.0,0.0,0.0,2,0,19.0,27,64,82.0,8,10.25,1,14.0,17.0,3.0,17.0,6,13,19,112,10.25,1,4
0,0,53,58,0,4,1,24,1,M,7,0,P,0,1757,3,578,91,19946,8,3,49,69,21,0,0,5,1,0.17600000000000002,13.67,0.14300000000000002,17.0,3,1,2.0,15,37,36.0,4,9.0,1,10.0,15.0,5.0,15.0,6,12,18,53,9.0,1,2
0,0,89,79,0,4,2,27,1,M,2,0,B,0,1810,3,611,92,20187,8,1,41,35,27,0,0,5,1,0.1,18.0,0.0,0.0,2,0,16.0,22,55,72.0,6,12.0,2,15.0,20.0,5.0,20.0,6,13,16,88,12.0,2,2
0,0,29,73,0,3,2,16,1,F,4,0,B,0,1185,2,408,83,19712,7,0,35,40,46,0,0,4,1,0.154,20.0,0.33299999999999996,20.0,2,2,15.0,10,21,40.0,2,20.0,3,10.0,25.0,15.0,15.0,5,11,15,30,20.0,3,2
0,0,77,46,0,1,2,44,1,M,5,0,B,5,1273,3,342,85,11642,3,2,21,39,29,1,1,6,4,0.3,25.33,0.182,29.0,6,2,17.0,24,62,359.0,20,17.95,3,25.0,30.0,5.0,30.0,6,14,17,69,17.95,3,5
0,0,17,49,0,4,3,30,0,M,1,1,P,0,1079,2,219,37,9148,1,0,19,32,26,0,0,2,1,0.2,25.0,0.5,25.0,1,1,17.0,6,14,25.0,1,25.0,3,0.0,25.0,25.0,25.0,5,11,17,17,25.0,3,1
0,0,29,61,0,4,3,30,1,F,1,0,B,9,978,2,198,37,9813,1,0,37,26,54,0,0,3,2,0.14300000000000002,20.0,0.0,0.0,1,0,15.0,7,16,30.0,2,15.0,2,10.0,20.0,10.0,20.0,5,11,15,23,15.0,2,0
1,6,65,79,0,1,2,46,0,F,3,0,N,0,886,2,318,73,12332,3,1,36,27,36,1,1,6,3,0.41200000000000003,6.29,0.25,6.5,7,2,15.0,19,52,94.0,18,5.22,0,4.0,7.0,3.0,6.0,5,13,15,64,5.22,0,5
1,5,89,42,0,1,2,46,0,F,5,0,N,0,1895,3,317,71,17431,7,0,33,14,36,1,1,6,1,0.19,8.75,0.3,9.33,4,3,20.0,25,65,114.0,17,6.71,0,5.0,10.0,5.0,10.0,6,13,20,86,6.71,0,9
0,0,77,61,0,1,2,46,1,F,5,0,P,0,1693,3,423,72,17493,7,0,38,34,33,1,1,6,2,0.133,13.0,0.0,0.0,2,0,18.0,16,45,52.0,5,10.4,1,11.0,16.0,5.0,10.0,6,12,18,68,10.4,1,3
0,0,125,73,0,1,2,46,1,F,5,0,P,0,1442,3,310,75,14004,5,0,38,34,33,1,0,5,1,0.105,14.0,0.125,15.0,2,1,20.0,29,69,100.0,9,11.11,1,9.0,15.0,6.0,15.0,6,14,20,124,11.11,1,6
0,0,137,77,0,2,1,35,1,U,5,1,P,0,1854,3,397,87,16915,6,1,49,39,45,1,13,4,1,0.091,48.0,0.091,45.0,2,1,15.0,35,80,531.0,18,29.5,3,46.0,51.0,5.0,45.0,6,13,15,122,29.5,3,10
1,15,29,75,0,2,2,40,1,M,3,1,B,1,1175,2,272,82,12987,4,0,30,8,42,1,0,5,4,0.33299999999999996,10.17,0.444,10.0,6,4,18.0,13,29,82.0,8,10.25,1,9.0,15.0,6.0,15.0,6,13,18,33,10.25,1,4
0,0,77,59,0,2,2,40,1,M,5,0,P,0,1175,2,272,82,12987,4,0,30,8,42,1,1,6,2,0.15,13.33,0.182,15.0,3,2,18.0,25,62,264.0,19,13.89,2,15.0,25.0,10.0,10.0,6,14,18,75,13.89,2,7
1,5,29,87,0,3,1,12,1,M,3,1,B,4,2644,3,440,87,18944,7,0,38,30,20,0,0,3,2,0.25,12.5,0.5,12.5,2,2,16.0,8,19,25.0,2,12.5,2,5.0,15.0,10.0,15.0,6,13,16,23,12.5,2,2
0,0,113,59,0,2,1,35,1,M,7,1,B,2,2371,3,517,93,23386,8,0,33,33,39,1,0,5,1,0.067,15.0,0.0,0.0,1,0,18.0,23,56,108.0,8,13.5,2,23.0,25.0,2.0,15.0,4,11,18,112,13.5,2,6
0,0,29,47,0,3,1,12,1,M,6,0,B,1,1537,3,495,86,17689,7,0,25,47,14,0,0,5,2,0.231,11.67,0.2,15.0,3,1,19.0,9,26,35.0,3,11.67,2,10.0,15.0,5.0,15.0,6,13,19,32,11.67,2,1
0,0,41,36,0,3,1,12,1,F,6,0,B,3,1537,3,495,86,17689,7,0,25,47,14,0,0,5,2,0.188,16.67,0.25,20.0,3,2,18.0,13,28,55.0,4,13.75,2,15.0,20.0,5.0,10.0,6,12,18,32,13.75,2,3
1,20,41,55,0,3,1,12,1,F,5,0,P,0,1537,3,495,86,17689,7,0,25,47,14,0,0,5,1,0.105,15.0,0.2,15.0,2,2,16.0,16,37,52.0,4,13.0,2,5.0,15.0,10.0,15.0,5,12,16,44,13.0,2,3
1,20,65,59,0,3,1,12,1,F,6,0,B,14,1537,3,495,86,17689,7,0,25,47,14,0,0,5,3,0.158,11.0,0.111,8.0,3,1,18.0,17,42,67.0,8,8.38,1,9.0,15.0,6.0,10.0,6,14,16,54,8.38,1,4
0,0,77,35,0,3,2,20,0,F,5,0,N,0,821,2,300,58,14651,5,0,41,33,36,0,0,5,2,0.158,12.33,0.0,0.0,3,0,18.0,20,51,89.0,9,9.89,1,10.0,15.0,5.0,15.0,6,12,18,66,9.89,1,2
0,0,113,87,0,3,1,12,1,M,6,0,P,0,455,0,183,86,5949,0,0,25,47,14,1,1,6,2,0.136,14.67,0.182,14.5,3,2,19.0,30,77,275.0,23,11.96,2,11.0,16.0,5.0,15.0,6,14,19,113,11.96,2,14
